Chapter,Topic,Question,Equation,Answer
Amines,Amine Properties,Explain role of solvation in basicity.,R–NH2 + H2O ⇌ R–NH3+,Solvation stabilizes conjugate acid through hydrogen bonding. More stabilized conjugate acid means stronger base.
Amines,Amine Properties,Explain steric hindrance effect on basicity.,R3N + H+ → R3NH+,"Bulky groups around nitrogen hinder approach of proton and reduce solvation, decreasing basicity of tertiary amines in aqueous medium."
Amines,Amine Properties,Explain why secondary amines are more basic than primary amines in water.,R2NH + H+ → R2NH2+,"Secondary amines have optimal balance of electron donation and solvation, making them more basic than primary amines."
Amines,Amine Properties,Explain why tertiary amines are less basic than secondary amines in water.,R3N + H+ → R3NH+,"Steric hindrance reduces solvation of protonated form, decreasing stability and thus basicity."
Amines,Amine Properties,Explain inductive effect in amine basicity.,R–NH2 → +I effect,Alkyl groups push electron density toward nitrogen increasing basic strength.
Amines,Amine Properties,Explain resonance effect in amine basicity.,C6H5NH2 ⇌ resonance,"Resonance delocalization decreases availability of lone pair, lowering basicity."
Amines,Amine Properties,Explain hydrogen bonding in amines.,R–NH2 + H2O ⇌ hydrogen bonding,Hydrogen bonding increases solubility and affects boiling points.
Amines,Amine Properties,"Explain boiling point trend among 1°, 2°, and 3° amines.",R–NH2 > R2NH > R3N,"Primary amines have maximum hydrogen bonding, secondary have less, and tertiary lack hydrogen bonding leading to lowest boiling point."
Amines,Amine Properties,Explain why amines have lower boiling points than alcohols.,R–NH2 vs R–OH,"N–H bonds are less polar than O–H bonds, resulting in weaker hydrogen bonding compared to alcohols."
Amines,Amine Properties,Explain why lower amines are soluble in water.,R–NH2 + H2O ⇌ hydrogen bonding,"Small amines form hydrogen bonds with water, making them soluble."
Amines,Amine Properties,Explain why higher amines are less soluble.,R–NH2 → large R group,"Long hydrocarbon chains increase hydrophobic character, reducing solubility in water."
Amines,Amine Properties,Explain dipole moment effect in amines.,R–NH2 → polar,Amines are polar molecules which influences intermolecular interactions and solubility.
Amines,Amine Properties,Explain nucleophilicity of amines.,R–NH2 + electrophile → product,"Lone pair on nitrogen makes amines nucleophilic, allowing them to attack electrophiles."
Amines,Amine Properties,Explain difference between basicity and nucleophilicity.,R–NH2 + H+ vs electrophile,"Basicity refers to proton acceptance, while nucleophilicity refers to attack on electrophiles. Both depend on lone pair availability but influenced differently by steric and solvent effects."
Amines,Amine Properties,Explain quantitative relation of basicity using equilibrium constant.,R–NH2 + H2O ⇌ R–NH3+ + OH−,Basicity is measured by Kb. Higher Kb indicates stronger base. It depends on stability of conjugate acid formed after protonation.
Amines,Amine Properties,Explain relation between pKb and basic strength.,pKb = −log(Kb),Lower pKb value indicates stronger base because it corresponds to higher Kb value.
Amines,Amine Properties,Explain thermodynamic basis of amine basicity.,R–NH2 + H+ → R–NH3+,Basicity depends on stability of conjugate acid. More stable protonated species leads to stronger base.
Amines,Amine Properties,Explain why tertiary amines are strongest bases in gas phase.,R3N + H+ → R3NH+,"In gas phase, no solvation effects exist, so electron-donating alkyl groups dominate, making tertiary amines most basic."
Amines,Amine Properties,Explain why tertiary amines are weaker bases in aqueous medium.,R3N + H2O ⇌ R3NH+,"Steric hindrance prevents effective solvation of protonated tertiary amine, reducing stability and basic strength."
Amines,Amine Properties,Explain role of hydrogen bonding in stabilizing conjugate acids.,R–NH3+ + H2O → stabilized,"Hydrogen bonding stabilizes protonated amines, increasing their basic strength in aqueous medium."
Amines,Amine Properties,Explain substituent effect on aromatic amine basicity quantitatively.,C6H5NH2 + substituent → effect,"Electron-donating groups increase electron density and raise Kb, while electron-withdrawing groups lower Kb by reducing electron density."
Amines,Amine Properties,Explain why p-nitroaniline is less basic than aniline.,p-NO2C6H4NH2 → decreased basicity,"Nitro group strongly withdraws electrons through −I and −M effects, reducing availability of lone pair on nitrogen."
Amines,Amine Properties,Explain why p-methoxyaniline is more basic than aniline.,p-CH3OC6H4NH2 → increased basicity,"Methoxy group donates electrons via resonance (+M effect), increasing electron density on nitrogen."
Amines,Amine Properties,Explain competing inductive and resonance effects in substituted anilines.,C6H5NH2 + substituent → net effect,Overall basicity depends on balance between inductive (−I or +I) and resonance (+M or −M) effects of substituents.
Amines,Amine Properties,Explain steric inhibition of resonance in substituted amines.,o-substituted aniline → decreased resonance,"Bulky groups prevent planar structure, reducing resonance overlap and affecting basicity."
Amines,Amine Properties,Explain why amines are weaker bases than hydroxide ions.,R–NH2 + H+ vs OH− + H+,"Oxygen is more electronegative than nitrogen, making OH− a stronger base compared to amines."
Amines,Amine Properties,Explain effect of solvation energy on basicity.,R–NH3+ + H2O → stabilization,"Higher solvation energy stabilizes conjugate acid, increasing basic strength."
Amines,Amine Properties,Explain why aromatic amines have lower pKb values than expected.,C6H5NH2 ⇌ resonance,"Resonance reduces availability of lone pair, increasing pKb (i.e., lowering basic strength)."
Amines,Amine Properties,Explain relation between structure and dipole moment in amines.,R–NH2 → dipole,"Dipole moment depends on geometry and substituents, affecting intermolecular interactions."
Amines,Amine Properties,Explain why tertiary amines cannot form hydrogen bonds intermolecularly.,R3N → no N–H bond,Absence of hydrogen attached to nitrogen prevents hydrogen bonding between molecules.
Amines,Amine Properties,Explain boiling point anomalies in amines.,R–NH2 vs R3N,"Despite higher molecular weight, tertiary amines have lower boiling points due to lack of hydrogen bonding."
Amines,Amine Properties,Explain effect of branching on physical properties.,branched R–NH2 → lower bp,"Branching reduces surface area and intermolecular forces, lowering boiling point."
Amines,Amine Properties,Explain relation between nucleophilicity and basicity in amines.,R–NH2 + electrophile vs H+,"Basicity depends on proton acceptance, while nucleophilicity depends on ability to attack electrophiles. Steric hindrance affects nucleophilicity more."
Amines,Amine Properties,Explain energy profile of protonation of amines.,R–NH2 + H+ → R–NH3+,"Protonation involves overcoming activation energy and formation of stable conjugate acid, determining basic strength."
Amines,Amine Properties,"Arrange the following in increasing basicity: NH3, CH3NH2, (CH3)2NH, (CH3)3N (aqueous).",R–NH2 + H2O ⇌ R–NH3+ + OH−,"Order is NH3 < (CH3)3N < CH3NH2 < (CH3)2NH. Secondary amine is most basic due to optimal +I effect and solvation, while tertiary amine is less solvated due to steric hindrance."
Amines,Amine Properties,"Arrange the following in gas phase basicity: NH3, CH3NH2, (CH3)2NH, (CH3)3N.",R3N + H+ → R3NH+,"Order is NH3 < CH3NH2 < (CH3)2NH < (CH3)3N. In gas phase, no solvation exists, so +I effect dominates making tertiary amine most basic."
Amines,Amine Properties,Compare basicity of aniline and methylamine.,C6H5NH2 vs CH3NH2,"Methylamine is more basic because lone pair on nitrogen is localized, while in aniline it is delocalized into benzene ring."
Amines,Amine Properties,"Arrange basicity: aniline, p-nitroaniline, p-methoxyaniline.",C6H5NH2 + substituent,"Order is p-nitroaniline < aniline < p-methoxyaniline. Nitro group withdraws electrons decreasing basicity, while methoxy donates electrons increasing basicity."
Amines,Amine Properties,"Compare basicity of ortho, meta, para nitroaniline.",C6H4NO2NH2,Order is o-nitroaniline < p-nitroaniline < m-nitroaniline. Ortho effect and hydrogen bonding reduce basicity most at ortho position.
Amines,Amine Properties,"Arrange boiling points: CH3NH2, (CH3)2NH, (CH3)3N.",R–NH2 → intermolecular forces,"Order is (CH3)3N < (CH3)2NH < CH3NH2. Primary amines have strongest hydrogen bonding, tertiary have none."
Amines,Amine Properties,Compare solubility of CH3NH2 and C6H5NH2 in water.,R–NH2 + H2O ⇌ hydrogen bonding,"Methylamine is more soluble due to smaller size and better hydrogen bonding with water, while aniline is less soluble due to hydrophobic benzene ring."
Amines,Amine Properties,"Arrange nucleophilicity: CH3NH2, (CH3)3N, NH3.",R–NH2 + electrophile → product,"Order is (CH3)3N > CH3NH2 > NH3 in gas phase due to +I effect, but steric hindrance reduces nucleophilicity of tertiary amines in solution."
Amines,Amine Properties,Compare basicity: pyridine vs aniline.,C5H5N vs C6H5NH2,"Pyridine is more basic because lone pair is not involved in aromatic resonance, while in aniline it is delocalized."
Amines,Amine Properties,"Arrange basicity: ethylamine, diethylamine, triethylamine (aqueous).",R–NH2 + H2O ⇌ R–NH3+ + OH−,Order is triethylamine < ethylamine < diethylamine due to steric hindrance and solvation effects.
Amines,Amine Properties,Compare basicity of aliphatic vs aromatic amines.,R–NH2 vs C6H5NH2,"Aliphatic amines are more basic because electron-donating alkyl groups increase electron density, unlike aromatic amines where resonance reduces availability."
Amines,Amine Properties,"Arrange stability of conjugate acids: RNH3+, R2NH2+, R3NH+.",R–NH2 + H+ → R–NH3+,"Order depends on solvation: R2NH2+ is most stable due to optimal hydrogen bonding, while R3NH+ is least stable due to steric hindrance."
Amines,Amine Properties,Compare basicity of benzylamine and aniline.,C6H5CH2NH2 vs C6H5NH2,"Benzylamine is more basic because nitrogen is not directly attached to aromatic ring, so lone pair is not delocalized."
Amines,Amine Properties,"Arrange basicity: NH3, aniline, p-nitroaniline.",R–NH2 + H+ → R–NH3+,Order is p-nitroaniline < aniline < NH3. Electron-withdrawing nitro group reduces basicity significantly.
Amines,Amine Properties,Compare boiling points of amines and alcohols.,R–NH2 vs R–OH,Alcohols have higher boiling points due to stronger hydrogen bonding (O–H stronger than N–H).
Amines,Amine Properties,"Arrange basicity: pyrrole, pyridine, aniline.",heterocycle + H+,"Order is pyrrole < aniline < pyridine. Pyrrole’s lone pair is part of aromatic system, making it least basic."
Amines,Amine Properties,Compare basicity of ortho substituted aniline vs para substituted.,o-substituted vs p-substituted,Ortho substituted aniline is less basic due to steric hindrance and intramolecular hydrogen bonding.
